Groups,GUID,ADGRE5,MYLK,CDKN2A,CDK1,MCM4,HMGB2,MCM6,RNPS1,GBP1,MYL9,LCP1,CBR3,MCM3,AIF1,B2M,IL4I1,MCM2,KPNA2,FEN1,CD163,MCM7,SLMAP,ITGA5,SMTN,FABP3,NASP,PSMB9,MYL6,RBPMS,NIBAN1,MYH11,WARS1,MZB1,FOLR2,CTSC,ACADVL,NDUFA9,SUCLA2,THBS4,IGF2BP2,CLEC11A,PRPH,MYH7,ASPN,FMOD,COL12A1,OLFML3,TUBB2B,FBLN5,MB,CPXM1,KRT18,CKM,KRT19,KRT8,MYLPF,COMP,CALB2,MYL1,MYL2,EEF1A2,MYL3,THBS3,FDXR,MDK,MACROH2A2,CRABP1
OA,STS247,-0.15401324,1.736506268,2.34599161,1.35480264,0.63494408,0.835293834,0.371910465,2.157752359,-0.120720533,1.545350646,-0.287987419,0.549415894,0.274949347,0.849833477,1.78644986,2.361197905,0.563631105,0.341028856,1.260103214,1.279307057,0.102417338,1.585390432,0.584800242,1.038416825,0.270299589,0.94911335,-1.409833222,1.045893189,-1.309172253,-0.117326627,-1.201318352,-0.6837387,-4.405579767,-0.060013668,0.660424114,-1.529084244,-0.637368,-1.185475394,-0.382930793,-2.388890343,0.471186069,5.179866629,-0.145139504,3.507533531,-1.612665107,3.551569796,2.019657851,1.233555576,-3.015508273,1.341474866,3.0340125,-0.485306354,0.540196828,-1.068713428,0.285088415,0.485189273,-1.81945325,0.439043298,0.408694785,-1.712346304,-3.369446649,-0.251397308,0.995453508,-2.340868728,-1.820528982,-1.803491029,-3.035303814
OA,STS248,2.141369043,5.124821178,1.998513465,-2.240363571,-0.32182936,0.647946271,-0.191604214,1.29449492,0.379131402,5.082475487,-0.48313969,1.652254346,-0.531707327,-0.189094488,-0.305885694,-0.433264821,-0.630467424,-0.47439018,-0.327226032,-0.09273815,-0.864046319,3.981476635,3.958213111,4.716749159,3.177492057,-0.083404178,0.060527502,3.635135156,2.351588349,1.465680577,5.438670198,0.171030817,0.300450906,1.036915777,0.953263881,-0.228591455,0.399662028,-0.298039441,0.501539651,-0.429686113,-1.32146499,3.192623339,-0.454312564,1.878885548,0.677019711,-1.668063176,0.669238179,-0.627266638,0.149843132,1.089844942,-1.482294795,1.30049019,1.013051684,-1.025798069,-2.510101616,1.234304829,-0.301442286,-0.885225347,0.968866664,0.080047412,-1.987899956,-0.120664209,0.277420915,-0.495817159,-1.386521984,-0.740303995,0.238002602
OA,STS249,0.932932874,-1.012873795,1.630009577,0.106104669,1.088212196,1.799966784,1.343133452,1.938394286,0.522075868,-0.916647345,1.332763473,2.456304525,0.754261159,2.426908292,0.294905769,1.06769641,1.107506508,1.564311231,0.732050935,2.441501759,0.869924915,-0.538440451,-0.607686287,0.617788783,4.741953852,1.995712276,-0.23959573,-0.5075,1.022483855,-0.97811023,-1.576952364,1.108797147,-1.251078842,2.891583458,1.507998531,-2.533392172,-1.058199036,-0.979808797,-0.210833223,-2.387791066,-1.863411384,-2.320665371,-0.588026417,-1.139419599,-2.598041408,-2.009102659,-3.128736839,-3.270406724,-2.274707391,-1.218501225,0.126643471,-4.093015543,-2.246317607,-2.645608977,-2.736233818,-2.146076219,-0.257142297,-0.370755975,-2.230819959,1.120724625,1.557781647,-2.63230197,-1.786185106,-1.807219886,0.66571241,-2.520245966,-3.343784303
OA,STS250,1.723647483,3.958457727,0.909861048,0.015481666,0.280654803,2.566576013,-0.204494522,-1.286573019,1.170504274,4.66604695,-0.548599981,0.761857313,0.205037322,-1.583610285,-1.037239597,-0.101125652,0.046857638,0.677008997,1.889468584,-0.509072342,0.357028279,3.383896748,3.962677526,3.708655015,3.111499443,0.120012286,0.64218652,3.37584223,1.787346248,1.331034799,5.549834439,-0.518778917,0.214112317,-1.668588486,-1.938788646,-0.419254395,0.777753654,0.006621258,-1.040403921,-2.430036671,0.014387708,-1.583370902,-0.248857831,-1.040320857,0.014396293,-1.012417483,0.000971688,-1.287241468,0.316921893,-0.228063909,-1.211859202,1.054193358,4.950380697,-0.738742693,5.266000277,-0.374522091,1.108269087,0.1044551,-0.01161764,1.018929591,-2.058185382,1.288193583,-1.643438905,-0.832578328,0.318349211,0.639404463,-1.578241095
OA,STS251,0.403515788,-0.573065916,1.501975822,0.151259875,0.973068383,0.42094234,0.90269252,1.387895705,-0.543318964,0.513281271,-0.077190033,1.365498656,0.788680645,0.447970122,0.081929827,-0.334611802,0.68974601,1.36747586,1.169323697,1.297722927,0.015190195,-0.563788118,0.217165226,0.304917512,-0.148630623,2.456207387,-0.99409552,0.807259612,-0.883353873,2.13140399,-1.046643433,0.401474559,-0.569931265,-0.194279986,0.092927437,-2.222687937,-1.379078441,-0.889811302,1.148038419,-3.857587569,-0.723625312,-2.037465577,-1.567057649,0.22019571,-1.657924449,1.047248983,1.930192109,-3.451185691,-2.515123925,2.16830339,-1.893408173,-1.429247415,1.651955804,-3.396241599,-1.140189176,0.914631352,2.241797806,1.969139983,1.056424645,-1.44727474,-2.311751467,-0.747456543,-1.946621538,-1.33512687,-2.103016392,-3.287051371,-3.188317178
OA,STS252,1.813232826,0.993907977,1.994581127,-0.173408107,0.950474599,1.075506054,1.082634339,1.178876487,2.151684075,1.017092125,2.750041523,-1.917050956,1.226921107,2.037945299,3.599240008,1.850011479,1.459478766,0.710471156,1.409021642,2.408966022,-0.177009555,0.841017062,1.797435542,0.960428692,-0.764191287,1.012867542,1.515831526,0.921885235,-0.098017291,0.264529648,1.270370463,2.6262572,5.670270911,2.351939366,2.87766439,0.021926684,-0.895014684,-0.113472518,0.013463104,-2.021203648,0.545183295,-2.190764682,-1.943636425,-2.404235422,-1.887719734,0.155084566,0.032780908,-1.431095428,-3.334835977,-0.602371077,-0.665753141,-0.826673028,-1.241781975,-1.974250423,0.658888557,-1.564430017,-2.7071886,1.637377079,0.168860564,-0.996750304,-3.130594349,-0.986126186,-0.310932915,-1.634568088,-2.801808532,-2.733670998,1.996996083
OA,STS253,3.319123204,4.284633344,0.730413113,-1.887943176,-0.523477732,0.83257552,-0.367175279,0.94832562,0.315078482,3.592893832,0.756920503,2.475616377,-0.601107171,0.386939428,-0.447248195,-0.537184242,-0.543008111,-0.680494266,-0.485366363,-0.097019495,-0.050007791,3.872760032,2.273468018,1.721420885,1.161253863,-0.871313635,-0.29584324,2.279366884,1.462734061,2.257670497,4.377557467,0.177352853,-2.355899778,0.606842521,-0.781693774,1.557474523,-0.170521931,0.841575595,-0.476082969,-2.99491996,-0.433473663,-2.481164728,5.768875126,-0.17014895,0.33709954,-0.708770486,0.562363619,-4.357229766,-1.472746204,-4.857447159,-1.644844704,2.717201722,-4.582763053,-1.772202075,-1.193503371,2.333207551,-1.124220892,-0.331392981,-3.467245705,-3.948971336,-1.498807387,-3.155096969,-0.866383406,0.141661702,2.086098014,-1.102003642,-5.223226871
OA,STS254,0.552776943,0.189825588,0.82879668,-0.319556012,0.426844034,-0.899862157,0.190899069,-1.101119335,-1.120393746,0.258450511,-0.980358269,0.821342905,-0.166238745,0.548756052,-1.125228391,1.394505396,0.147017639,1.915325282,0.077097235,-0.525082176,0.336814564,-1.094949242,-0.759207267,-0.287083513,1.529185833,-0.008307187,-0.568208691,-1.664313593,-0.293048239,-0.673682139,-0.362567359,0.50269401,-2.797580845,0.699896433,-0.510832762,-0.882591244,0.415736806,1.384127314,-2.139724728,3.55619538,-2.78899459,0.006748051,-1.919514624,-2.002924601,-0.299150272,0.673696306,-1.555629931,-3.108359582,1.751865438,-4.592912075,-1.187639981,-5.207097347,-2.932931865,-1.506934478,-1.285444305,-2.627173376,-1.411416293,-0.300729752,-0.950856919,-1.888991558,-1.623327568,-3.672608232,-2.272435572,2.24438572,-2.887761182,1.32405514,-0.111183972
OA,STS255,-1.397959165,-0.802090869,1.708097531,1.081646701,1.380729339,0.857926805,1.053662577,1.450780868,0.86883607,-0.412122334,1.504991671,0.761630681,0.731519496,2.086275908,0.828108462,-1.27318772,1.063862508,1.977153966,1.619360264,2.924029655,0.947954912,-1.202676817,0.598764932,0.149814599,0.271877613,1.998833036,0.38705902,0.244281531,-1.244474884,0.298354809,-1.231610476,0.834716465,-1.571209934,1.931385425,1.980066152,-1.355659866,-1.276444576,-1.197439378,-2.802576611,0.442483959,-3.111704153,-1.808972654,-1.209470633,-3.47481923,-3.551663963,-2.061153311,-2.773360322,-1.713658561,-3.453132814,-2.273216042,-2.790357546,-2.119435143,-1.273934562,-2.065713979,-0.722664579,-0.963057244,-1.237810165,-1.50498163,-0.537351959,-2.490807849,-3.24536027,-1.461589595,-2.678017259,-1.589965169,-4.344783666,-3.040702686,1.053123564
OA,STS256,0.282707725,0.970692624,-2.504598004,-0.581167172,-0.046619616,-0.466696936,-0.11031115,-1.65495021,-0.334843783,-0.570264405,1.433279513,-0.725066557,-0.181216749,0.348787513,-1.763590834,-1.371832065,-0.366780501,0.338873161,-0.369259872,1.327233632,1.092325646,2.015320133,-0.633350825,-1.315784943,-0.102293457,-0.569316603,-0.756917952,-0.725998584,-0.016994829,0.144796891,1.042394568,0.012112989,1.029994456,0.290046231,0.371931746,2.011881306,1.67466287,0.505738159,-0.252151575,-0.441632393,0.209597126,0.11724712,2.941629612,-0.278750867,0.41970478,-0.323802307,0.312348498,-2.130696717,-0.353504393,5.075752772,1.492310555,0.086146291,5.239015378,1.185589401,1.662685079,5.644195726,-1.048757148,0.761736476,6.006945083,2.942940483,1.455890986,3.225958573,-0.495938834,-0.206606851,-1.021830604,0.432020934,0.493598835
OA,STS257,-0.066421755,-1.185022459,-1.403064773,0.145798547,0.551334803,-0.084790665,0.435916792,-0.973806625,2.485944966,-1.237377623,2.680821849,-0.264808371,0.438445734,0.885397511,1.221147638,2.633668098,0.355999498,0.677035065,0.380945267,0.604838106,0.604530462,-0.816862433,-0.612667663,-0.294816766,-1.053932827,-0.376455937,1.165236507,-1.246688364,-1.252057918,-0.730049026,-0.69735194,1.822774906,4.689753912,0.685323504,0.253779754,1.283331898,1.549404354,1.308483219,-1.432513853,-2.166962558,-1.593440381,0.060021608,2.626638599,-0.650842249,-1.828749196,-2.595549246,-1.102337377,-1.028340098,-0.311412897,4.672187384,-1.938976234,-0.884525554,5.636447798,1.905156062,-0.077687974,6.197438929,-2.325587445,-0.277021322,6.084079637,4.268958261,0.848438115,2.238020669,-1.656492032,-0.378094584,-1.080148011,0.049335363,-0.845066384
OA,STS258,2.9724906,4.547169736,0.27267936,0.782873704,1.487898085,3.774699061,1.32186711,2.581606008,0.975663191,3.250671198,0.217076328,1.284122669,1.393120079,0.6944556,-0.01464759,-0.105445884,1.139453776,1.054162838,2.490010189,0.399381923,1.000246425,4.522783636,0.394142019,1.290212891,3.54076739,1.500894334,0.72688748,2.414482574,2.491482061,3.031688325,3.410166828,1.122402581,0.1633231,0.777018069,-0.698101646,-0.57699561,-0.390129145,-1.816853682,-1.716616801,-1.812699498,0.837828977,-0.557712068,-0.889380232,-0.717440527,0.635218267,-1.718975101,-1.190768355,-3.402290966,-0.113554317,-2.827564087,-1.923292177,-1.986617905,-2.1055517,-1.613281936,-2.847088524,-2.281488345,-1.603666893,-1.25591654,-3.718766891,0.256670036,-0.93057795,-1.442349612,-0.648088821,-0.46791311,-2.090602004,-0.106419478,-1.681155476
OA,STS259,1.92875882,5.197672128,-0.002433517,-0.013289999,-0.723754115,2.24238724,-1.162313598,1.682122142,1.331695353,4.279442869,0.331291,2.368977415,-0.745467741,0.670446806,1.358453953,-0.573178869,-1.171697484,0.360870175,0.943039355,0.722065562,-0.55780641,3.824430257,2.615854025,4.566195101,3.401752375,0.793511011,0.290371535,3.251361186,2.74709735,2.230548094,4.811379505,0.428157515,-0.92791745,1.916279343,0.079986747,-0.498002121,0.038318407,0.370810574,0.181105517,-1.661134086,-0.484655963,3.309115478,1.102086558,1.130116885,-0.785217945,-1.810584399,-0.830329084,-1.028321728,-0.59613117,-1.70425434,-1.234181068,-2.550031027,-2.825270137,0.359592791,-0.136974909,-2.805163447,-1.767947083,0.052123078,-2.185163491,-5.547143049,-0.686269674,-1.727788278,-1.573297401,-1.545385775,-1.87228939,-0.91690141,3.19363065
OA,STS260,1.816227141,4.739070749,0.519454471,1.712253143,1.741351833,1.102871271,1.739461713,0.271805651,1.348088486,3.853736499,-0.40598975,2.10441344,1.508731933,-0.635086122,-0.600582,-0.440506421,1.705065876,1.136471646,1.215584485,-1.241065109,1.898479921,3.927572264,2.672399613,3.665638739,1.865180013,0.909810189,0.752348261,2.248841504,2.912931901,2.470931578,4.649359496,0.074506418,-0.417789419,-0.969709316,-1.294097912,-0.661499957,-0.065892776,-0.442171769,-0.030434482,-0.892747215,2.619421063,3.907338652,-1.167412172,0.068314303,2.411682042,-0.789395607,1.301674782,1.026605252,0.609848198,-1.344356425,-1.556920783,0.229734107,-1.488328679,0.758619534,0.890511567,-3.292065431,-1.20357783,-2.289120601,-1.414009724,-2.119763095,3.331043644,-1.382482514,-0.118315982,0.003575097,0.376627682,0.497810856,0.952607007
OA,STS261,-1.213610688,-0.415089035,2.833639826,0.423758371,0.839365289,2.334532402,0.48246485,1.473649882,0.932696749,-0.445255765,-0.744404265,0.619232686,0.922274167,-0.6014125,0.577492165,0.20186291,0.329164418,1.308080364,1.467488906,0.671786915,-0.095951549,0.26625161,0.393114257,0.81204116,0.670235336,1.910098544,-0.747428175,0.629201928,-0.15749045,0.012366555,-0.09833914,-0.455284902,-2.553045704,0.628955965,0.537263157,-1.400192106,-1.633024947,-1.513655695,2.204062743,-2.092898507,1.090849324,0.655159813,3.871594501,1.818802189,0.337245281,3.239616959,2.3324871,-1.360467795,-1.798422796,6.034420555,0.006395558,-3.028825672,5.376641376,-1.076620629,-3.048774869,5.154966264,1.675171801,0.751465051,5.835140951,5.940169588,0.59640869,5.787687665,0.033515564,-2.704151531,-1.508172983,-3.257232256,-2.144627532
OA,STS262,-2.383735045,-0.748543468,3.032380659,1.686448806,2.439784582,1.109672586,2.272353126,2.158620707,-3.62549608,-0.239806482,-2.278330226,-1.100856451,2.344270074,-2.817568112,-1.544603699,-1.782863433,2.572149627,0.762113894,1.489715175,-1.714241787,2.465029451,0.052164447,-0.901483295,-0.474964568,-1.668948424,1.040950999,-3.32191617,-0.614009629,-2.003247934,-2.372588725,0.33770871,-0.545685206,-3.148351984,-1.875788119,-1.459419241,-1.12641425,-0.93583176,-0.428834244,-0.024905708,2.459977633,-0.44322599,0.97838476,-2.120789679,-2.175996016,-0.755273057,2.662744579,-0.626442153,0.872283492,-1.494057937,-0.836350081,1.240814123,-1.727971439,-2.022524976,2.321670185,-1.436839738,-2.008489869,-1.814603737,-1.948690692,-3.951916291,-2.45343176,2.072439922,-2.703605505,0.50865241,1.030366631,1.92251685,1.490174084,4.043918325
OA,STS263,-0.259363498,-0.720727318,-2.776890174,-1.648809104,-0.929362654,-1.783862011,-0.711100506,-0.071881528,0.219085982,-2.157669029,-0.405437303,1.439873808,-0.37269627,-0.772188669,-1.032072851,0.028358811,-0.560754845,-0.96670278,-0.957799505,-0.230046474,-0.564991948,-1.658184162,-1.222811909,-1.449482526,-1.60718296,-1.24625927,0.286216016,-0.697631298,-1.195638181,-1.232610736,0.093413156,1.356917982,-2.238576028,-0.738478416,-0.939742892,2.581527918,1.348025169,3.238689697,0.670895234,-0.651112913,1.467469387,-1.615714118,-0.790028959,2.830310546,2.088309055,0.345681869,-0.950007526,0.133136422,-0.94694954,-1.671494216,-1.197063571,8.568627723,7.823067522,4.088658954,8.099334416,-2.518806832,3.529944371,-1.382824205,-1.920786441,-1.704754917,1.784654368,-2.44786639,1.504988848,2.660601895,-0.260578519,0.933766428,1.491988589
OA,STS264,1.210576061,-0.649025628,-0.2554295,-1.427922805,-0.666232927,-0.582573386,-0.757516015,1.584548933,0.13079456,0.101612622,1.943197354,1.04374711,-0.406421431,2.856229453,3.501212048,1.794649959,-0.960526369,-0.051392572,-0.268296729,3.23647635,-1.157054375,0.023494024,0.91645617,-1.053277686,2.696094979,-0.363307895,0.705639785,0.416802521,-1.319542022,0.259726152,-0.694019347,-0.3487633,-0.096371249,3.700387235,1.412326875,-0.687018336,-0.567166871,-0.676379497,-1.031281907,2.000458781,-1.166644553,0.484265228,-0.475025928,-1.400710167,-0.808459074,-0.834614614,2.063286376,-4.174464595,-2.338222889,1.130427447,-0.892985253,-2.263329323,1.092776744,-2.580918518,-3.195548526,0.448209882,-0.179907785,-0.336089343,0.648288526,1.125560712,-0.515074438,1.559678909,-2.617328896,-1.426861158,-4.359399929,-1.200330563,-1.660838307
OA,STS265,-1.113094191,-1.849554877,-3.726540406,1.969733926,1.857590434,0.36374875,1.825276771,-0.036873208,-2.359592071,-2.840921843,-1.23974619,-3.175984226,1.489193091,-1.69563073,-0.482012195,-0.514211238,1.855881616,1.565407638,2.124920089,-0.81027517,1.78322784,-1.777463038,-1.640875273,-1.75001784,-0.227426873,1.38397426,-2.320071463,-1.990278012,-2.105543601,-3.380900931,-2.5137441,-1.301398492,-4.617069465,-1.8256422,-0.644814092,1.00478509,0.933367686,0.57946294,-0.500976262,2.848736169,0.400295416,0.368584878,-0.093267159,-2.71388317,-0.587653878,0.54252116,-0.633653306,2.997383639,-1.08243974,-0.14249666,0.505733313,1.055022462,0.82283538,2.455544871,1.823124148,1.196992577,-0.626123266,-0.654416441,1.408099144,-0.957150835,1.777410765,-1.96386757,0.453684315,-0.101028655,2.612691534,1.846773592,3.112211545
OA,STS266,-1.351709033,2.548165071,1.309182958,1.680070178,2.958293939,0.372700811,2.910651004,0.469481361,1.193335655,1.394145676,-0.147353534,0.484132495,2.423339632,-0.431445022,-1.245581716,0.902714932,2.901278778,2.069155713,1.22325378,-0.753716387,3.33909635,4.655842972,-0.655343119,1.49124539,-0.321409875,1.287863682,0.313872067,0.196781433,0.463429289,0.349726601,2.324769415,-0.644115857,-3.470549541,-0.855688122,0.300666509,-0.296228593,0.053941392,0.052727197,1.139265955,-0.597821003,0.562649161,-0.703230211,1.554328435,1.405411775,0.684658638,3.869709239,3.821533893,1.252896146,0.757903935,2.607676231,-2.325849134,2.218026023,2.737580013,-2.45280363,6.33483813,2.302981998,2.413654799,-1.20217722,2.768110414,2.26154284,0.772409906,3.2193667,1.193133119,-1.482116608,-1.717090482,-0.986457689,-2.915418808
OA,STS267,1.02877979,0.667850136,-0.062088196,-0.520533649,-0.071749944,0.502194986,-0.119950064,1.641958863,1.384664334,0.565478628,2.871136675,0.439847295,-0.496354387,2.236883187,1.876304755,2.513305371,-0.708499235,0.406713421,-0.136357776,1.400574864,-0.023458583,0.002524676,-0.225128879,0.682038742,-0.086069204,0.128146768,0.397266056,1.091506114,-0.157347354,0.354807025,0.433169846,0.856908382,0.964919819,1.013225613,2.330113989,-1.81613446,-1.600289782,-1.47927155,-1.02779963,0.881371961,1.24344366,1.787808931,-0.853189288,-2.109386107,-0.709862239,2.326471791,-0.294350498,-2.001235318,-0.534686725,-1.410690777,-0.61296923,2.211095739,-1.122628938,3.181160037,1.061450185,-0.196906028,1.170984298,0.039958554,0.122508718,-0.391203966,2.268919419,-1.696194549,-0.513210876,-0.515522314,0.195373064,-1.246964742,-0.151421142
OA,STS268,1.471417504,0.991335429,3.516698095,0.574474446,0.668788331,1.714881469,0.118884411,2.781672135,-0.740119349,1.121493458,1.072801138,3.414771456,0.055611686,2.783654174,2.819115622,1.270131312,0.238163533,0.154615381,-0.41547946,1.466655075,-0.117130611,-0.250336972,0.163316354,0.318978537,0.78611114,0.914813431,0.617332162,0.924405342,1.125251953,0.202364133,0.051603314,0.635110698,1.340067967,3.042295696,2.190022496,-0.989265074,-1.728602299,-2.068148456,-0.201537837,2.951801485,0.182912318,2.943858552,-0.871583413,-0.942334212,-1.118996412,-0.227973978,-1.459192125,-2.353182604,0.338230963,-2.091989261,-1.591669645,-1.88664234,-2.29803324,-2.212712231,-0.568404049,-3.049352786,-1.477740287,0.474717937,-2.782458245,-1.661022417,-1.893153738,-2.329197656,-2.083260609,-2.450592763,-3.452090931,-1.871803396,0.883735573
OA,STS269,0.700642509,0.710669467,-0.36462085,0.316911995,-0.179003374,-0.116070211,-0.182662218,-0.195219171,1.396075265,0.01906112,1.240599234,0.261496598,-0.250868248,1.048632862,1.716001353,-0.993256564,-0.038951388,0.570264813,-0.523690632,1.746123461,-0.386611658,1.689968401,-0.11076068,0.361179078,2.801417529,-0.425771938,0.716442843,0.120356253,0.10780603,-0.129647136,2.010611962,1.011496221,2.903835829,2.040880548,1.103133644,0.61447046,0.163983898,1.102311944,-0.729751883,0.970040386,-0.30171646,-0.743584802,6.692987681,0.914644249,-0.057050529,-0.229120856,-0.663340551,-0.168438372,-0.149296837,7.774167187,0.012309808,0.737433229,7.825449428,0.647746973,-1.967628556,6.834601686,2.133687087,0.385598042,7.977656775,8.152558959,4.099391108,7.163930796,-0.141350469,-0.382454675,0.802047488,-1.045493786,-0.01966773
OA,STS270,1.788667168,-0.172371455,0.944983565,-0.368277928,-0.264019749,0.322270172,-0.483608577,2.39709148,0.996587594,0.904556272,2.709782646,1.923278963,-0.973013653,3.999645201,2.873432839,1.147148189,-0.11624317,0.574234141,0.224228763,2.807388747,-1.414075664,-1.32086786,-0.141534025,0.177293765,0.405555296,0.20037004,0.57794296,1.33385243,0.130654964,0.652057927,-1.649259019,1.933572903,2.401236281,4.951966206,4.522277968,-1.931752759,-1.597524967,-1.409813591,-0.966682165,0.324292921,0.287022179,0.957300029,1.178200847,2.132098538,0.100846887,-0.342644606,-1.023763741,-2.767608316,-2.007215329,4.336096508,0.585834206,-1.850144351,3.746556407,-0.140631426,-3.21874278,4.794600845,2.738370215,0.113159721,5.109124008,3.18505864,1.879927323,3.336175034,-0.834815153,-1.631763786,0.272925353,-3.366950561,-3.109061636
OA,STS271,0.80785848,-2.91516963,-2.973834338,1.123218919,1.271055405,0.078919768,0.35581025,-2.700879379,-1.57795668,-1.714214434,2.005284107,-1.549976672,0.563603619,1.042395871,1.228320054,1.404965844,1.165529101,1.571628612,0.227826353,-0.006797649,1.269421499,-2.7479028,0.433080436,-0.689897307,-2.258759167,0.092728476,0.361334509,-0.143748519,0.463206373,0.77097698,-1.203004266,-0.061039656,1.671174862,-0.782368493,1.481337083,0.944961671,0.82385931,-0.485893689,-0.037796555,-1.512342099,-1.729137102,-1.208555948,-0.064847271,-0.138333699,-1.633963652,-0.536801606,-1.41271226,-3.488202145,-0.105562619,1.248697918,0.346265533,0.837204383,0.994481396,-0.106995309,-0.54119397,1.025124903,-1.683316223,-0.631758781,1.161091346,-0.102270821,-2.435683206,0.002319122,-1.595166631,-0.074225402,-0.619929361,-0.25173624,4.917348005
OA,STS272,-2.298997505,-0.747680037,-2.190935144,-3.097655202,-2.142988345,-2.006713484,-2.996566465,-1.392967113,-0.340580438,-0.499109997,-0.953059631,-1.310529421,-2.754831944,-1.271056925,-1.802748706,-3.641520228,-2.497483297,-1.748617998,-1.891976592,-1.374507604,-2.488604999,-0.738137083,-0.43295719,0.880750375,-1.417192915,-1.677265258,-2.233789253,-0.519563848,-0.981688924,0.661676656,0.482558748,-1.391426112,-0.737344669,-1.097385536,-1.207900335,1.431946704,0.486888128,0.383149835,5.764435619,0.892018105,1.665492766,-1.593885904,3.126938091,4.723447052,3.45660781,3.680573081,3.718990818,2.253597932,1.350099668,4.255282345,2.211157445,1.211554654,4.5561796,2.437151873,2.065714105,4.632358902,5.190338821,3.92298164,5.09583149,4.571522795,-0.016142748,4.599431005,4.260065119,0.789494576,1.740399028,1.292652733,-0.69540881
OA,STS273,0.796937329,-1.50974694,-1.344224128,-0.064991569,0.182221952,2.077366722,0.079168538,-1.483382871,-0.09069716,-1.982258838,2.959539336,-1.463472551,0.124105895,1.301909373,0.343961833,2.201321563,0.109340214,0.876346703,1.005998353,0.766032508,0.269453478,3.956187604,-0.44499893,-0.164609043,-2.236449853,-0.471697065,-0.050773254,-0.405102805,-0.867979698,0.464599868,-1.170960298,0.157492675,3.321401266,-0.057157598,1.362727834,0.686035176,-0.085955252,-0.543254554,1.704672872,0.138478658,0.440230478,-1.052754487,-0.225956035,0.319329083,0.25778821,-0.258096419,-0.668681474,-0.174044239,0.097193384,-0.233952081,0.105416077,0.144437631,-0.405315149,1.881440117,2.536743708,-0.247424035,0.313925665,-0.023266268,-0.15004845,-0.090098629,-1.133082971,0.295182428,-0.191164435,-0.90996577,-0.44466373,1.260602475,-3.01538461
OA,STS274,1.419449568,0.340166848,-1.754497721,0.373994462,0.741602319,1.000766776,0.468280875,2.362902148,3.408032741,0.816897547,2.590046131,1.073523591,0.510192094,2.838899787,3.493672754,2.925935518,0.277195589,1.327344342,0.650099461,1.74652861,0.071561896,0.480463526,0.539846023,0.064676199,0.368585928,0.757531889,1.931064477,1.13939008,-0.544632466,-0.538539779,0.253200202,1.428852109,1.537474152,2.292647228,1.525699477,-1.88729254,-1.625737367,-1.408592891,-1.464887743,0.468321289,-1.355850942,-0.519616507,-0.497253444,-1.326632632,-2.161139699,-0.727086754,-2.534841087,-4.361141134,-1.563950317,4.016024133,-0.391090286,-0.29792942,4.15330785,-0.665608219,-1.679038093,5.487093912,-1.02082731,0.382943697,5.445124376,2.521948845,-0.518962209,1.881150153,-2.119856782,-1.566875286,-2.615609984,-2.705117064,-0.440143312
OA,STS275,-2.258951822,-3.075513211,-2.955225914,-0.553085827,0.089440992,0.383876978,0.059229928,0.681541859,-2.278089147,-3.008499153,-1.809773016,-1.742171959,0.217321171,-1.910850002,-2.229392995,-2.11654253,0.222474317,-1.529718177,0.281736935,-1.567281546,0.225703811,-1.13796928,-0.969594003,-1.505638634,-0.42257621,0.922101258,-1.861731588,-1.978840026,-4.100915978,-1.742794896,-1.561835338,-1.32846768,-1.632362272,-2.132067677,-2.539416189,1.731518702,0.968491007,2.208134545,2.146704059,2.191936882,-1.154497929,3.299114125,4.881079734,1.643628508,1.552305795,2.380365755,0.897181839,1.111067507,1.528061787,4.6503754,0.059763088,0.198473656,5.264398168,0.881113735,0.205015132,4.644956454,2.538023399,-0.812590227,5.449384387,4.854091901,3.105863901,4.546368114,2.379331482,2.091301065,-0.75307983,2.296426457,4.678915801
OA,STS276,1.014173834,0.15341907,0.97882437,-3.386236761,-0.82503607,-0.221836942,-0.85470782,0.965976598,-0.137497114,0.20628408,3.133065762,-0.102658334,-1.051980099,3.452821149,2.111199607,4.099407828,-1.190439462,-1.029425443,-0.713806814,2.609599709,-1.066430909,0.742100126,0.545500146,-0.498172963,1.90924605,-0.633717185,0.232103333,0.318853755,-0.704717914,0.697902691,-0.044066002,0.112272963,2.24527339,3.150695327,2.047280513,-0.672994035,-1.016149981,-0.700433615,0.62854605,2.342215534,1.313879457,-0.854426476,6.152679673,3.245125363,1.680760312,5.537460396,0.940523278,-3.80022335,-0.979066604,8.542153169,0.085844917,0.004060245,7.584422675,-2.768224991,-0.504573395,7.085780794,1.069333995,-0.41675885,7.653533278,7.783198972,1.392530701,8.929443551,-0.807944888,-0.428024209,-1.921259807,-1.036866585,-1.524660598
