"Groups","ADGRE5","MYLK","CDKN2A","CDK1","MCM4","HMGB2","MCM6","RNPS1","GBP1","MYL9","LCP1","CBR3","MCM3","AIF1","B2M","IL4I1","MCM2","KPNA2","FEN1","CD163","MCM7","SLMAP","ITGA5","SMTN","FABP3","NASP","PSMB9","MYL6","RBPMS","NIBAN1","MYH11","WARS1","MZB1","FOLR2","CTSC","ACADVL","NDUFA9","SUCLA2","THBS4","IGF2BP2","CLEC11A","PRPH","MYH7","ASPN","FMOD","COL12A1","OLFML3","TUBB2B","FBLN5","MB","CPXM1","KRT18","CKM","KRT19","KRT8","MYLPF","COMP","CALB2","MYL1","MYL2","EEF1A2","MYL3","THBS3","FDXR","MDK","MACROH2A2","CRABP1"
"OA","-2.72841734","-0.25439727","-0.57041627","-0.74248668","-1.11581806","-1.61563664","-0.74251642","-0.86017109","-1.97735340","-0.87259725","-1.81935153","-2.12291063","-0.28380893","-1.24792883","-1.64668802","-2.66774641","-0.34852383","-1.61983482","-1.18198480","-0.56335827","-0.51378385"," 0.87428608","-1.74732576","-0.44857851"," 2.44524220","-0.53227339","-2.32928962","-1.09840740","-2.01175836","-1.42807439","-0.35060016","-1.49464616","-0.77575756","-0.76483081","-0.66464356"," 2.44953934"," 1.61873860"," 1.62781566"," 3.49096128"," 1.15037743","-0.17960744"," 6.87331146"," 7.55819621"," 3.10441598"," 2.26500180"," 1.01966270","-0.59159725"," 1.59507376"," 1.95065276"," 8.13253300","-0.26851304","-0.66910946"," 8.83426527"," 3.51066473"," 0.64378425"," 8.27546919"," 3.72585486"," 0.07371379"," 9.11927389"," 8.66349772"," 4.42907446"," 8.42700527"," 3.02953427"," 1.81715946"," 0.09405677"," 3.44027350"," 5.90207306"
"OA"," 0.63729411"," 1.39626537"," 2.68187918"," 0.48577246"," 1.33392980"," 2.31671390"," 1.33444754"," 2.26652141","-0.98180792"," 0.55471675","-0.84252037"," 2.38779851"," 1.37247042","-0.40032070"," 0.19476481"," 0.24433563"," 1.14286665"," 1.13768182"," 0.81155098","-0.66590819"," 1.41837131"," 0.48646510","-0.46691251","-0.31583038","-0.55027668"," 0.55387942"," 1.46783353"," 0.71689879"," 1.28980600","-0.05937337"," 0.51809497","-0.92133098","-1.78783571"," 1.01940478","-0.00644025","-1.79278359","-0.30139825","-0.28894963"," 0.60571305","-3.47075391","-0.35891791","-1.12143222","-2.34671302","-0.85879460","-0.61366015","-2.69942901","-1.98026771","-1.92545593","-0.54179169","-3.01934148"," 0.20867251","-0.91980427","-4.19466998"," 0.97752335","-1.42803215","-1.78209614","-2.18050082","-1.67860920","-4.53095547"," 3.78822422","-1.72115346","-2.55925561","-2.03212735"," 0.20755799"," 1.50409073"," 0.48594868"," 0.90245686"
"OA","-2.39069452","-1.31748024"," 0.05444454","-1.62292534","-1.00192426","-2.53486485","-0.05793982","-1.93836071","-0.95181171","-0.91343182","-2.40184192","-2.29037530","-1.34847756","-1.27662589","-1.65273769","-3.33369015","-0.75885696","-0.87544545","-1.38898093","-0.63864462","-0.31666331"," 0.20624294","-0.56406806","-0.26481719","-2.18995826","-1.06788395","-2.33160527","-0.76985182","-0.64438625","-1.28345676","-1.04424088","-1.40628323","-1.71922916","-0.93482329","-1.52767347"," 1.04612155"," 0.04331504"," 0.27202274","-0.26797182"," 1.95487971"," 0.73196254"," 3.17223565","-0.23285994","-1.83220883"," 0.86147258"," 1.24905488"," 2.93973879"," 1.48369527"," 2.02789541","-2.48372413"," 1.28115927"," 0.61720568","-2.18246030"," 0.15097242","-2.18731007","-2.02933037","-1.18354439"," 1.58790562","-2.99417155"," 1.75994514","-3.33913988","-1.84660504"," 1.13821260"," 1.88093658"," 1.80386668"," 1.83142355"," 4.62651346"
"OA"," 1.403546432"," 3.567119710","-0.609396116"," 0.219879586"," 0.987657822"," 1.972536486"," 0.923875091"," 2.209742354"," 0.746684483"," 3.989588322","-0.030948261"," 1.693272024"," 0.794716786"," 0.321529059"," 1.355153196"," 0.140669454"," 0.754485828","-0.139477737"," 0.824662694"," 0.002482165"," 0.756672343"," 3.402860590"," 1.483364849"," 2.942056361"," 4.169852871"," 0.603914982"," 1.440212177"," 2.457194434"," 2.448963444"," 2.194361037"," 3.718878564"," 0.530292069","-1.819935413"," 0.584002533","-0.344628679"," 1.005046715","-1.317391338","-0.635424459","-0.775572729","-1.375792660","-0.766032937","-0.871324198","-0.742624725","-1.937908948","-3.070245798","-2.483067476","-1.912348285","-0.325155076","-0.788140096"," 0.044814087","-3.027706427"," 0.488158946","-0.884657960","-0.831805275","-1.470249317","-0.211868477","-2.515140650","-0.286191530","-1.267060656","-1.501471745"," 0.773823800"," 3.042503573","-0.021430045"," 0.085126598"," 0.412870617","-0.645426120","-0.782832454"
"OA"," 0.20239847","-2.32333961"," 1.40106009"," 0.24121402"," 1.13013296"," 2.57208053"," 0.55960458"," 1.26575912"," 0.39801086"," 0.27013676"," 0.15562568"," 1.70058730"," 0.51650553"," 1.71158606"," 1.63673542","-0.04289934"," 0.44781539"," 0.81810925"," 0.41724293"," 0.41908726"," 0.44829914","-1.27373260","-0.15517446","-0.33931543","-0.87153687"," 1.73790488"," 1.00808820"," 1.56046272","-2.77328074"," 1.97159887","-1.93469924"," 0.19192658","-1.03492050"," 0.80221452"," 0.30755529","-1.62702176","-0.03463384","-0.50837360"," 2.66091914","-2.18047401"," 2.51926630","-0.47927287"," 0.70131051"," 1.41171382"," 3.91940113"," 2.52843503"," 0.70671880","-2.03655209","-2.48925123"," 2.02075184","-1.32651134"," 0.51004790"," 1.96625801","-0.95745829"," 1.45521342"," 1.35454812"," 1.96683272","-2.53768819"," 1.94710239"," 0.81215195","-0.06874584"," 1.08426202"," 0.47067815","-0.12900825"," 0.26293651","-0.34501155"," 1.26022279"
"OA"," 0.36376576"," 3.77244432"," 0.00469003"," 0.35865555"," 0.58455287"," 1.15283313"," 0.33371325","-0.14994162","-0.14867234"," 2.93626890","-1.16690710"," 0.39639568"," 0.08862228","-1.57516189"," 0.19342661","-1.14998911"," 0.73330134"," 0.56300279"," 1.87754257","-0.52717203"," 1.12917499"," 3.62698357"," 0.59963478"," 1.43144922","-0.37977002","-0.66081446","-0.76994053"," 1.58504502"," 1.40902956"," 1.96980155"," 5.09589280","-0.43352741","-0.22815563","-1.97412075","-1.23746310","-1.24111476"," 0.50988852","-0.86360716"," 1.42342138","-1.88944930"," 1.77013773"," 0.54783329"," 2.80282627"," 1.53642922"," 2.54753842"," 2.50080262"," 0.60972170","-1.20024610","-0.42348528"," 3.04795812","-0.04013144"," 0.02694537"," 2.62760838","-0.75295044"," 5.24260672"," 2.20129463"," 2.32186086","-1.28520101"," 2.48451410"," 2.57809397","-0.57295416"," 2.60270132"," 1.43436993","-0.54757234","-0.87722387"," 0.65399654","-1.56223905"
"OA","-1.89758839","-0.97782323","-1.16854638","-1.76029877","-2.18742800","-1.71732516","-2.24748312","-2.31860340","-0.88292825","-1.22689154","-1.75811237","-2.19911682","-1.77025178","-0.89169101","-1.70840986","-1.87939179","-1.70640300","-1.24799557","-1.57641737","-0.02964401","-1.24646521","-0.33580557","-0.86023195"," 0.59353477","-1.89887794","-1.44422507","-1.19054488","-1.01746361","-1.48820348","-0.65059116","-0.78109388","-2.14766259","-2.27074345","-0.66955199","-0.95528505"," 0.04756945"," 0.34060725"," 0.49096105","-0.26408332"," 1.77054015"," 3.79653206"," 2.80442646"," 1.20601085"," 1.11229041"," 2.44727136"," 2.72288976"," 4.79040303","-0.28819277"," 2.11012574","-1.74793897"," 2.60801494"," 0.98173595","-2.03389934"," 0.22254574"," 1.33109849","-0.09550267"," 1.44233307"," 1.49694068","-1.68869422"," 0.94926131"," 1.43265083"," 0.04510415"," 1.89949872"," 1.31251096"," 1.19790779"," 0.91800481"," 1.97591445"
"OA"," 0.477260304","-2.540045687","-2.105272848"," 0.575913900"," 0.998678246"," 0.284236920"," 0.962291213"," 0.591543521","-1.381387790","-2.924530814","-0.507374597","-1.950388162"," 1.082205325","-0.380100175","-0.300955304"," 0.836299725"," 0.891095851"," 0.860182715"," 1.037197383","-0.731808345"," 1.173367292","-1.721566992","-0.864809330","-0.685301629","-2.395722978","-0.049271346","-1.355806904","-1.445276742"," 0.246983683"," 0.000122484","-2.065003814"," 1.654345427","-0.263226476","-0.489653940","-0.128380864"," 1.254825573"," 0.954745019"," 0.608904092","-1.289101101","-1.712462309","-1.855978935","-0.359107960","-0.672557439","-0.569037793","-1.140879554","-1.887119254","-1.351689951"," 1.810342915","-1.529634164","-0.910690786"," 0.155538059"," 2.064382087","-0.982559110","-0.620885041"," 1.002996499","-1.468317481","-1.218566613","-1.480919489","-0.815439086","-0.759562346","-1.825214989","-0.671109590","-0.340095710"," 0.376411591"," 2.184319714"," 0.283030800","-1.601826011"
"OA"," 1.09911986"," 1.53562703"," 1.88754584"," 0.49642246"," 1.14578954","-0.67723432"," 0.91200333"," 0.82640165"," 0.36629149"," 2.16969854"," 1.09539130"," 1.14689592"," 0.94821714"," 0.86676500","-0.79226080"," 0.41066765"," 1.10769759"," 0.02073587","-0.06020068"," 0.52069775"," 0.98377078"," 1.14786785"," 1.09343296","-0.91271536","-2.54323705"," 1.71132622","-0.10424349"," 1.67591368"," 0.33665270"," 1.23123971","-2.94462139"," 0.67198015","-1.62809004","-0.22466249","-0.32792527","-0.76430468","-1.17562731","-1.38226217","-3.47052154"," 1.12882849"," 0.87288109","-1.58254331","-1.50767859","-2.32040776","-2.52414827","-1.28605809","-1.08205500","-5.87962436","-1.16079511","-4.47468027","-1.74367257"," 0.02431236","-4.28586033","-1.38782392"," 0.43689317","-2.12855385","-1.14390790","-1.02529108","-5.92525568","-2.97497578","-3.97200059","-2.36459515","-1.38930114","-1.06729902","-2.47790947","-0.20747924","-3.50985904"
"OA"," 2.5540358"," 1.2211437"," 0.4027543"," 1.5769903"," 1.1377254"," 1.0500400"," 1.2064423"," 1.5473408"," 1.5430557","-0.2569971"," 1.8908608"," 2.3408121"," 0.9051606"," 1.9677463"," 1.3163700"," 1.0538877"," 0.9381059"," 3.1347629"," 0.8556107"," 2.2711409"," 0.9145395","-0.9376435"," 0.4547791"," 0.2661530"," 2.1952735"," 0.6163253"," 1.0169181","-0.1339194"," 1.5790193"," 1.7491045","-1.0120593"," 1.8864059"," 7.1395435"," 2.8048002"," 1.1709399","-1.2141633","-1.6085959","-1.4130530","-1.4811450","-1.4942838","-2.5742346"," 2.2238520"," 0.2959359","-0.5414310","-1.4207376","-0.6512304","-1.7604835","-2.1602143","-1.8008563"," 2.4988275","-1.9602017"," 0.4474455"," 3.1044350","-4.5536541","-0.8657047"," 3.1141395"," 0.4360425","-1.3586740"," 3.2734458"," 1.5320131","-2.0882190"," 2.2111037","-2.0694863","-1.1045219","-1.9004761","-2.5205008","-3.4018037"
"OA"," 2.15438080"," 5.91287952"," 1.32689259"," 0.21593336"," 3.09493060"," 1.94801735"," 3.10352631"," 0.00142525"," 2.11419412"," 3.20660659"," 0.44143699"," 1.44673477"," 3.10639311","-0.09387589"," 0.32251499","-1.27954291"," 3.05377379"," 1.32776643"," 3.45093482","-0.91205395"," 3.40277865"," 4.29361652"," 1.94781685"," 3.82272794"," 0.12947668"," 2.30750556"," 0.91480672"," 1.70071475"," 3.18903626"," 2.05307248"," 4.15034681"," 1.11971875"," 3.64390870","-0.84500477","-0.85431238","-0.67710017"," 0.08696340","-1.35855059","-0.46781988","-1.64658525","-2.14432690"," 2.81052059","-2.10784260","-0.78900066","-0.97510285","-2.57246589","-1.15961547"," 1.12445121"," 0.29600445","-1.99087117","-2.20925004"," 0.25450741","-2.53822211"," 0.26227080","-2.47798806","-1.58663368","-0.82670127","-1.81529552","-1.50350854","-2.89706195"," 3.90944082","-1.71775559","-1.16505003","-0.31451848"," 0.02486985"," 1.33947739","-0.79750818"
"OA"," 1.88759528"," 0.16042233","-1.20986368"," 0.46896697"," 0.61159005"," 1.09107936"," 0.59405161"," 2.23795905"," 2.68818881"," 1.42395393"," 1.98583066"," 0.59360732"," 0.64312574"," 2.80475926"," 1.85546360"," 3.11413587"," 0.64359395"," 0.66014559"," 0.64264745"," 1.95962950"," 0.58748657"," 0.67989254"," 0.94521551","-0.67237373","-0.59973394"," 0.12654008"," 1.27170233"," 1.01961712","-1.24846932","-0.28909652"," 0.63636264"," 0.85865268"," 0.19394656"," 1.56556177"," 0.68697534","-0.35845661","-0.09271016","-0.31079098","-3.20415496","-3.03768589"," 2.16681458","-0.03055970"," 0.26450617","-2.50257086","-3.11904829"," 0.11175002","-0.33609234","-6.57500211","-2.73057069","-0.13328505","-2.10133751","-5.36473838","-0.77548063","-4.64503110","-3.76747155","-0.54069640","-1.32960053","-1.15158840","-0.74796017","-0.62150734","-4.68641569","-1.23260539","-1.38495281","-3.18608422","-1.74330324","-2.04204041","-4.88835511"
"OA"," 0.809227986"," 4.368252442"," 1.005743741","-0.733086073"," 1.401574143"," 1.835186470"," 1.434861777","-0.504335624"," 0.711592374"," 3.582709326","-0.806617481"," 1.124308998"," 1.254368760","-1.041299134","-1.602086129","-1.780246917"," 1.057269787","-0.398239766"," 1.981333875","-1.059849471"," 1.673102175"," 4.139516462"," 0.929700176"," 3.190182696"," 1.571608338"," 0.479202911","-0.110411339"," 2.652500658"," 2.981991730"," 2.241417299"," 4.351038667","-0.427085693","-0.619327479","-0.741773686","-1.975365863"," 1.412097840","-1.436985997"," 0.039941463","-1.482526599","-0.993976935","-0.814883637","-0.898595829"," 0.093418171","-0.325837769"," 1.485800470","-1.735837835","-0.566715937","-1.755630429","-0.988246097","-2.326505755","-1.362631189","-4.104853603","-2.920105371","-1.092085726","-2.128745484"," 1.220846544","-1.271005545"," 0.569718620","-2.307513359","-1.095543192","-0.720463575","-1.755048407","-1.927353652"," 0.009456451","-1.564033542"," 1.415890791","-0.435292880"
"OA"," 0.73807605"," 5.28818319"," 1.62387850","-0.57552849"," 2.30787245"," 0.85207710"," 2.55194672"," 0.55472341"," 0.23541026"," 3.88082048","-0.87312591"," 1.89706060"," 2.28666446","-0.86562599","-0.93355901","-1.16868795"," 2.61611419"," 0.07277101"," 2.62703233","-1.10889356"," 2.89020313"," 4.11131182"," 2.43830431"," 3.21760082"," 1.99893007"," 0.83552009"," 0.37419001"," 2.61983903"," 2.59719039"," 1.45767281"," 4.79218296","-0.89143445"," 2.46369894","-1.08308343","-1.06752718"," 0.90032130"," 0.59481332","-1.10985978","-0.42830915","-1.18524421","-0.39117556","-0.23050380"," 0.52646545","-0.47575129"," 0.54476103","-0.17757660","-1.62189830"," 1.54741830"," 0.41793420","-3.73096189","-1.62074735","-3.21523577","-2.62773740","-0.90784019","-0.74117507","-0.66995702","-0.52131321","-0.51585865","-3.05611348","-1.04091312"," 1.75924974"," 4.93697753","-0.26688079"," 0.71441256","-1.55600375"," 0.45790562","-2.76669092"
"OA","-2.91408753"," 0.22535698","-0.23864801","-1.74743492","-2.37767568","-2.87323541","-1.60448056","-2.02953662","-0.14218075"," 0.44139568","-1.50692929","-1.25635959","-2.82433705","-0.86225521","-2.47521780","-1.35116743","-2.81993258","-1.32457874","-1.50026599","-1.37364900","-2.25862836"," 0.43270015","-0.29724465"," 0.67274597","-0.65449901","-2.15793177","-1.99002768"," 0.03267101"," 0.06074694","-1.23118678"," 1.09266995","-1.64138948","-3.01157383","-0.80021248"," 0.41243835","-0.48162177"," 0.27701295","-0.94837656"," 3.81575063"," 2.14258229"," 3.32799967","-3.45345959"," 2.31760871"," 3.90982913"," 2.00420792"," 3.83994273"," 4.13185479"," 2.76174537"," 1.20268624"," 4.13099550"," 3.09708655","-1.87797449"," 3.99596133","-1.84936523","-1.18455716"," 3.25360680"," 4.31211747"," 4.25547305"," 3.80840422"," 3.07252425","-2.03546170"," 3.75224608"," 3.63253446"," 0.01992646"," 0.76289321"," 1.13382935","-2.01018361"
"OA"," 1.770585575"," 3.337256484"," 0.288163622"," 1.229158919"," 2.316942894"," 3.107135836"," 2.265559067"," 0.335204697"," 1.386037338"," 2.521759772","-0.928581500"," 0.204891522"," 2.125030283","-0.797296813","-0.782361769","-0.700855507"," 2.284863933"," 0.766513857"," 2.370121009","-1.048230490"," 2.812048225"," 4.102148950","-0.651678815"," 0.944274791"," 1.599671960"," 1.642591347"," 0.958096108"," 1.594346213"," 3.154240117"," 1.606724014"," 3.545474995","-0.990137182","-0.438254383"," 0.007968035","-0.864738393"," 0.167077914","-0.780629711"," 0.051497882","-0.635446036","-1.914933927","-0.617124861"," 2.500980762","-1.951290196","-1.617734101","-0.965350914","-1.853758267","-1.643420726","-1.465461580","-1.356219893","-1.875944222","-2.097400695"," 0.370480369","-1.662171447"," 0.558000090","-2.393579871","-1.598088076","-1.805842110","-1.797993021","-1.499584054","-2.555212078"," 2.187034855","-1.492847050","-2.275445272"," 0.814756400"," 0.800339913"," 0.648704829","-2.465948577"
"OA"," 0.52363614"," 4.36693021"," 2.67866040"," 1.57392065"," 2.73358734"," 1.21369530"," 2.49095485"," 1.06353628"," 1.62853732"," 3.29644757"," 0.05468220"," 1.04466165"," 2.31152396","-1.09698852"," 0.61667432","-0.86944413"," 2.61882388"," 1.32733105"," 3.41107409","-1.08173464"," 3.13406511"," 4.71294101"," 2.55094070"," 3.06675087"," 2.74716764"," 1.25179774"," 1.16245476"," 1.75335333"," 4.08671971"," 0.64373473"," 4.00524605","-0.24576388","-1.34031372","-0.79080950","-1.05551143","-1.42925055","-0.46478986","-0.54732404"," 0.25453620"," 0.47511544"," 0.10797029","-0.88683181","-0.57436571"," 0.52527587"," 1.22193795","-0.07978710","-0.01213783"," 0.90004809","-0.28183127"," 1.74121157","-2.07081055","-0.01796754"," 1.52608880","-0.58267866"," 2.07845849"," 0.61671279"," 0.60343498","-1.11084866"," 1.18212943"," 0.53749505"," 1.30719712"," 0.17727103","-0.56555025","-0.11012257","-1.30466591"," 1.08834656"," 1.04632068"
"OA"," 0.95150647","-0.51380642"," 2.70910224"," 0.61250862"," 0.71701391","-0.80333894"," 0.59878514","-1.09762098"," 0.73928954"," 0.89316805"," 1.36992842","-0.46407827"," 0.20159636"," 3.59841796"," 1.12457170"," 1.38655796"," 0.42689702"," 0.22813945","-0.79362798"," 2.22500823"," 0.33651332","-1.14236308"," 0.25532916","-0.28756841"," 0.04211635"," 0.47956622"," 0.65356321"," 1.03564335","-0.18029508"," 0.47050597","-1.56852693"," 0.09212384","-0.52496874"," 2.92460576"," 1.80442268","-1.17387214","-1.48140519","-1.23986798","-1.65933565"," 2.75395533","-0.76672480"," 0.63367350","-2.68425917","-3.20986973","-3.12259306"," 1.07559345"," 0.88511833","-4.23215848","-2.54007154","-3.22197796","-0.40650373"," 4.09432698","-3.65873914"," 0.90267873"," 2.40891485","-4.79458421","-3.92578483"," 0.96249275","-5.76354316","-0.47741837","-1.10998348","-1.50285643","-0.38109633","-0.72275908","-2.17791783","-3.55242465","-0.71038550"
"OA","-0.595090796","-2.335577574","-4.423435727","-0.196559836"," 0.269650623","-3.078132695","-0.276841821"," 1.299129947","-3.010857762","-0.716537169","-1.540490721"," 0.733084983","-0.415601911","-0.256266975","-1.303212588","-0.870225363","-0.509246024"," 0.713462504"," 0.183831458","-0.872739839"," 1.098599336","-1.181389797","-1.273197234","-1.283618209","-0.010054002","-1.200899479","-0.005224048","-1.067849484"," 0.546297195","-0.847926547","-0.509328844"," 3.561927136","-2.771369016","-0.350732136"," 0.537560688"," 0.851608810"," 1.196611109","-0.075147334"," 5.685097222"," 2.635704735","-0.805406014"," 0.311048304","-0.926755392"," 2.914560072"," 2.169962339","-0.745898038","-0.438302071"," 2.595448747","-0.022141275","-3.387620769"," 0.410108109","-3.010004682","-3.016620762","-1.071776898"," 3.135196877","-0.114682865"," 2.989242059","-1.213277439","-0.921704912"," 1.470851143","-4.656585109","-0.368918883"," 2.422487817"," 1.820800694","-2.208234140","-0.680713750","-4.240272869"
"OA"," 0.31724543","-2.97360527"," 3.63295296","-2.25509225","-0.41289669","-1.80307455","-0.56596438","-3.18098305","-0.21582482","-1.74398254"," 0.37084142"," 3.33180267","-0.75919862"," 2.14915367","-0.59392651","-0.58750065","-0.50346277"," 0.49381077","-1.85567067"," 0.69702244","-0.33221364"," 0.07643220"," 2.01720955","-2.89210433"," 2.77587564","-0.82327073"," 1.23823422","-1.33596751"," 0.54172499","-0.96939038","-2.61461461"," 0.19308369","-2.67600373"," 2.51909048"," 1.24878095"," 0.73014604","-0.03220035"," 1.31753216"," 0.69098973","-0.03308230","-2.64249176"," 0.25800641"," 0.30059324","-0.92337857","-1.99241626","-0.30360977","-1.60457024"," 0.04988742","-0.32631250"," 2.32122027"," 0.68324562","-1.31232657"," 1.75121294","-0.44042495","-0.67525391"," 1.10823505"," 0.56459125","-0.46418304"," 2.21263966"," 1.39923098"," 2.33439487"," 1.84576089","-0.85181999"," 1.76427055"," 0.17381586"," 0.96849788"," 1.07121182"
"OA"," 1.16300410","-0.60536249"," 0.93242833"," 1.45667729"," 1.27124467"," 0.39892077"," 1.29414001"," 1.94078973"," 2.75459382","-1.80086357"," 1.96192783"," 1.96002501"," 1.03843045"," 3.32808714"," 1.90411276"," 2.21421279"," 1.04984611"," 3.08524967"," 1.19153780"," 2.49532117"," 0.75605866","-0.75493044"," 0.45984780","-1.32319892"," 4.07386064"," 1.18984779"," 0.70748232"," 0.17490484"," 0.05459038"," 0.16510962","-1.11647804"," 2.41785798"," 1.32547894"," 4.42002155"," 2.06570641","-2.39995133","-0.92262901","-0.90987978","-1.79019847","-3.37932048","-1.76636088","-0.82618680"," 2.03261946","-1.18647707","-1.83820508","-0.96095744","-0.73431729"," 0.24944809","-0.21227594"," 4.15600433","-0.39604675","-4.61596592"," 3.25765406","-3.65352591","-2.89640490"," 2.84984252","-2.03156193","-1.31806483"," 3.19487416"," 3.49756231","-3.06084116"," 4.10694623","-1.92258763","-2.09045891","-0.98478444","-1.71385015","-3.43227369"
"OA"," 0.52421377","-3.19541897"," 2.83426612"," 1.57952082"," 0.55618550","-0.71669661"," 0.88230272"," 1.32126606"," 0.06005047","-1.53967570"," 0.92615203"," 0.94870166"," 0.26709238"," 1.86124279"," 0.68998609"," 1.18629696"," 0.42550614"," 1.71248468","-0.52361832"," 1.61567226"," 1.39272712","-3.18409402","-1.57508593","-3.82253952"," 0.66840864","-0.18269563"," 0.58485763","-1.99628900","-0.03870775"," 0.24533189","-1.49897816"," 0.17985855"," 3.21624385"," 2.69056799"," 2.24217947","-0.71426605","-0.95698589"," 0.15098857","-0.39191629"," 2.11663632","-1.86523104","-0.38336395"," 0.25166149"," 0.54716952","-2.88597579","-2.53673446","-3.27345187","-3.23980584"," 1.47221881","-1.63771359"," 0.40063947"," 0.72286449","-1.50967738"," 0.70203262"," 1.82778208"," 1.13982093","-0.76971099"," 1.22896791","-0.91858416"," 2.38786995"," 1.05542235"," 5.56286490","-0.97116446"," 0.82296212"," 1.58483474","-0.69116875","-0.10650152"
"OA","-0.17971223","-1.78126799","-2.08271469"," 1.27410884"," 0.96548507"," 0.78051674"," 1.02379059"," 1.14141666","-0.71618756","-3.02734015"," 0.96539285","-1.86418924"," 1.00450627"," 0.05193754"," 0.51460985"," 1.63285553"," 0.73770825"," 1.69551569"," 1.32244977","-0.68344197"," 0.87821565","-1.93664729","-0.48892077","-0.58097303","-2.22084399"," 1.00943358","-0.23652058","-1.55406740"," 0.44705266","-0.96803249","-2.32271003"," 0.29236953","-0.59682722","-1.17874503"," 0.24415148"," 1.40953071"," 0.87619784"," 0.72708949","-0.46153174","-1.67005844","-1.93566113","-1.85527645","-0.94504383","-0.32421452","-1.08308006","-1.35621360","-2.12216867"," 1.04968300","-2.09595756","-4.13817431","-0.67805089","-0.46483850","-4.22399642","-0.99279155","-2.50809859","-0.69860174","-0.16628358","-1.36784752"," 3.16866162","-3.36716386","-2.49072561","-2.56341976","-0.66968038","-0.95709373","-0.94244387","-0.65316741","-0.49072302"
"OA"," 0.131271590","-0.447311574"," 1.967194290","-0.921554547","-0.463562884","-0.332857384","-0.631375872","-2.092470288","-0.174500011"," 0.020868447"," 1.576318510","-1.128460762","-0.797825241"," 1.460842970"," 1.496428085"," 0.348738355","-0.830819039","-0.944931213","-0.496942115"," 1.199254908","-1.057714441","-0.797588510","-1.552224654"," 1.125247553","-0.128622774","-0.461321475"," 0.274445598","-0.740310167"," 0.286637622","-0.329481284"," 0.916331766","-0.038105509"," 6.350789544"," 2.910672424"," 1.718034391"," 1.073714204","-0.471984288"," 0.012371251"," 1.536446616"," 1.319643365"," 2.600121381","-1.091272796"," 0.717761552"," 2.318562476"," 0.391242466"," 0.545401749"," 1.482977130","-1.156167309"," 3.675791375"," 0.655253210"," 1.366909540"," 1.975280558"," 0.587965636"," 2.813688064"," 2.806405417"," 0.542837204"," 0.520765304"," 2.445657669"," 0.627739429","-0.756096252","-0.004297638"," 0.343496205"," 1.325164023"," 0.991528619","-0.488228903"," 0.067256329"," 1.784951758"
"OA"," 1.6874958"," 4.3141139","-0.5752414","-1.2615644"," 0.8889847"," 0.3701839"," 0.9205220"," 1.3675572"," 0.9448797"," 4.0192819"," 0.5419773"," 0.8063460"," 0.4398229"," 1.3709801","-0.4867375","-0.3102189"," 0.7749761","-0.7308769"," 1.5174055"," 0.5344891"," 1.0098970"," 4.4332799"," 2.7885483"," 2.5179188"," 1.8981424","-0.2978977"," 1.1013856"," 2.1420992"," 2.1672420"," 1.4103179"," 5.7357948"," 0.3673504"," 0.7535238"," 1.0877286","-0.6816465"," 2.2223266"," 2.0456335"," 1.1056611"," 0.9071039","-2.4621365"," 1.1303667"," 3.5982236"," 0.7686761"," 0.6533353","-0.2891845","-0.4774471"," 1.2367232","-0.5361043","-0.7127904","-0.4889056","-1.0678512","-3.3177398","-0.6930064","-1.4720924"," 2.9403767"," 1.5904241","-0.3590255","-0.5147419","-0.1044877"," 2.8031280"," 2.3861867","-2.3483840","-0.7421928","-1.8367709","-2.2629226"," 1.0014410","-0.1005017"
"OA"," 1.0568677","-0.8628580"," 1.4344275"," 1.8128515"," 0.9962350"," 0.8252976"," 1.0022970"," 1.9868214"," 0.7351385","-1.1024466"," 0.2258396"," 3.6890215"," 1.0020044"," 0.5289129"," 0.2060159","-0.8550279"," 0.8514196"," 1.6589405"," 0.6565801"," 0.0989478"," 0.7780444","-1.2549394","-0.3175858","-1.9383881"," 1.1929443"," 1.3647941","-1.2445154","-0.7487778","-0.4712696"," 1.1043044","-0.7342165","-0.3245647"," 4.2061139"," 0.7618129"," 0.3290505","-1.3317470","-1.0232456","-0.9125974","-1.4959494","-3.3848440","-2.2754222","-0.8126951","-1.4941721","-3.2727749","-2.6598427","-3.0961905","-2.3727721","-2.1290138","-1.2023112"," 0.4563390","-1.7474854","-4.5957204"," 0.1710453","-3.4462981","-3.4277363"," 0.2004654","-1.5579407","-1.2897429"," 0.6263848","-1.4269005","-3.2058386","-0.5435266","-1.8251705","-1.1793042","-2.1989233","-3.4728997","-2.6890472"
